idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
849,20,21,-1,-6,-6,0
850,20,20,0,-5,-6,1
851,20,20,0,-5,-5,0
852,20,20,0,-6,-5,-1
853,21,20,1,-6,-6,0
854,20,21,-1,-6,-6,0
855,20,20,0,-5,-6,1
856,20,20,0,-5,-5,0
857,20,20,0,-6,-5,-1
858,21,20,1,-6,-6,0
859,20,21,-1,-6,-6,0
860,20,20,0,-5,-6,1
861,20,20,0,-5,-5,0
862,20,20,0,-6,-5,-1
863,21,20,1,-6,-6,0
864,20,21,-1,-6,-6,0
865,20,20,0,-5,-6,1
866,20,20,0,-5,-5,0
867,20,20,0,-6,-5,-1
868,21,20,1,-6,-6,0
869,20,21,-1,-6,-6,0
870,20,20,0,-5,-6,1
871,20,20,0,-5,-5,0
872,20,20,0,-6,-5,-1
873,21,20,1,-6,-6,0
874,20,21,-1,-6,-6,0
875,20,20,0,-5,-6,1
876,20,20,0,-5,-5,0
877,20,20,0,-6,-5,-1
878,21,20,1,-6,-6,0
879,20,21,-1,-6,-6,0
880,20,20,0,-5,-6,1
881,20,20,0,-5,-5,0
882,20,20,0,-6,-5,-1
883,21,20,1,-6,-6,0
884,20,21,-1,-6,-6,0
885,20,20,0,-5,-6,1
886,20,20,0,-5,-5,0
887,20,20,0,-6,-5,-1
888,21,20,1,-6,-6,0
889,20,21,-1,-6,-6,0
890,20,20,0,-5,-6,1
891,20,20,0,-5,-5,0
892,20,20,0,-6,-5,-1
893,21,20,1,-6,-6,0
894,20,21,-1,-6,-6,0
895,20,20,0,-5,-6,1
896,20,20,0,-5,-5,0
897,20,20,0,-6,-5,-1
898,21,20,1,-6,-6,0
899,20,21,-1,-6,-6,0
900,20,20,0,-5,-6,1
901,20,20,0,-5,-5,0
902,20,20,0,-6,-5,-1
903,21,20,1,-6,-6,0
904,20,21,-1,-6,-6,0
905,20,20,0,-5,-6,1
906,20,20,0,-5,-5,0
907,20,20,0,-6,-5,-1
908,21,20,1,-6,-6,0
909,20,21,-1,-6,-6,0
910,20,20,0,-5,-6,1
911,20,20,0,-5,-5,0
912,20,20,0,-6,-5,-1
913,21,20,1,-6,-6,0
914,20,21,-1,-6,-6,0
915,20,20,0,-5,-6,1
916,20,20,0,-5,-5,0
917,20,20,0,-6,-5,-1
918,21,20,1,-6,-6,0
919,20,21,-1,-6,-6,0
920,20,20,0,-5,-6,1
921,20,20,0,-5,-5,0
922,20,20,0,-6,-5,-1
923,21,20,1,-6,-6,0
924,20,21,-1,-6,-6,0
925,20,20,0,-5,-6,1
926,20,20,0,-5,-5,0
927,20,20,0,-6,-5,-1
928,21,20,1,-6,-6,0
929,20,21,-1,-6,-6,0
930,20,20,0,-5,-6,1
931,20,20,0,-5,-5,0
932,20,20,0,-6,-5,-1
933,21,20,1,-6,-6,0
934,20,21,-1,-6,-6,0
935,20,20,0,-5,-6,1
936,20,20,0,-5,-5,0
937,20,20,0,-6,-5,-1
938,21,20,1,-6,-6,0
939,20,21,-1,-6,-6,0
940,20,20,0,-5,-6,1
941,20,20,0,-5,-5,0
942,20,20,0,-6,-5,-1
943,21,20,1,-6,-6,0
944,20,21,-1,-6,-6,0
945,20,20,0,-5,-6,1
946,20,20,0,-5,-5,0
947,20,20,0,-6,-5,-1
948,21,20,1,-6,-6,0
949,20,21,-1,-6,-6,0
950,20,20,0,-5,-6,1
951,20,20,0,-5,-5,0
952,20,20,0,-6,-5,-1
953,21,20,1,-6,-6,0
954,20,21,-1,-6,-6,0
955,20,20,0,-5,-6,1
956,20,20,0,-5,-5,0
957,20,20,0,-6,-5,-1
958,21,20,1,-6,-6,0
959,20,21,-1,-6,-6,0
960,20,20,0,-5,-6,1
961,20,20,0,-5,-5,0
962,20,20,0,-6,-5,-1
963,21,20,1,-6,-6,0
964,20,21,-1,-6,-6,0
965,20,20,0,-5,-6,1
966,20,20,0,-5,-5,0
967,20,20,0,-6,-5,-1
968,21,20,1,-6,-6,0
969,20,21,-1,-6,-6,0
970,20,20,0,-5,-6,1
971,20,20,0,-5,-5,0
972,20,20,0,-6,-5,-1
973,21,20,1,-6,-6,0
974,20,21,-1,-6,-6,0
975,20,20,0,-5,-6,1
976,20,20,0,-5,-5,0
977,20,20,0,-6,-5,-1
978,21,20,1,-6,-6,0
979,20,21,-1,-6,-6,0
980,20,20,0,-5,-6,1
981,20,20,0,-5,-5,0
982,20,20,0,-6,-5,-1
983,21,20,1,-6,-6,0
984,20,21,-1,-6,-6,0
985,20,20,0,-5,-6,1
986,20,20,0,-5,-5,0
987,20,20,0,-6,-5,-1
988,21,20,1,-6,-6,0
989,20,21,-1,-6,-6,0
990,20,20,0,-5,-6,1
991,20,20,0,-5,-5,0
992,20,20,0,-6,-5,-1
993,21,20,1,-6,-6,0
994,20,21,-1,-6,-6,0
995,20,20,0,-5,-6,1
996,20,20,0,-5,-5,0
997,20,20,0,-6,-5,-1
998,21,20,1,-6,-6,0
999,20,21,-1,-6,-6,0
1000,20,20,0,-5,-6,1
1001,20,20,0,-5,-5,0
1002,20,20,0,-6,-5,-1
1003,21,20,1,-6,-6,0
1004,20,21,-1,-6,-6,0
1005,20,20,0,-5,-6,1
1006,20,20,0,-5,-5,0
1007,20,20,0,-6,-5,-1
1008,21,20,1,-6,-6,0
1009,20,21,-1,-6,-6,0
1010,20,20,0,-5,-6,1
1011,20,20,0,-5,-5,0
1012,20,20,0,-6,-5,-1
1013,21,20,1,-6,-6,0
1014,20,21,-1,-6,-6,0
1015,20,20,0,-5,-6,1
1016,20,20,0,-5,-5,0
1017,20,20,0,-6,-5,-1
1018,21,20,1,-6,-6,0
1019,20,21,-1,-6,-6,0
1020,20,20,0,-5,-6,1
1021,20,20,0,-5,-5,0
1022,20,20,0,-6,-5,-1
1023,21,20,1,-6,-6,0
1024,20,21,-1,-6,-6,0
1025,20,20,0,-5,-6,1
1026,20,20,0,-5,-5,0
1027,20,20,0,-6,-5,-1
1028,21,20,1,-6,-6,0
1029,20,21,-1,-6,-6,0
1030,20,20,0,-5,-6,1
1031,20,20,0,-5,-5,0
1032,20,20,0,-6,-5,-1
1033,21,20,1,-6,-6,0
1034,20,21,-1,-6,-6,0
1035,20,20,0,-5,-6,1
1036,20,20,0,-5,-5,0
1037,20,20,0,-6,-5,-1
1038,21,20,1,-6,-6,0
1039,20,21,-1,-6,-6,0
1040,20,20,0,-5,-6,1
1041,20,20,0,-5,-5,0
1042,20,20,0,-6,-5,-1
1043,21,20,1,-6,-6,0
1044,20,21,-1,-6,-6,0
1045,20,20,0,-5,-6,1
1046,20,20,0,-5,-5,0
1047,20,20,0,-6,-5,-1
1048,21,20,1,-6,-6,0
1049,20,21,-1,-6,-6,0
1050,20,20,0,-5,-6,1
1051,20,20,0,-5,-5,0
1052,20,20,0,-6,-5,-1
1053,21,20,1,-6,-6,0
1054,20,21,-1,-6,-6,0
1055,20,20,0,-5,-6,1
1056,20,20,0,-5,-5,0
1057,20,20,0,-6,-5,-1
1058,21,20,1,-6,-6,0
1059,20,21,-1,-6,-6,0
1060,20,20,0,-5,-6,1
1061,20,20,0,-5,-5,0
1062,20,20,0,-6,-5,-1
1063,21,20,1,-6,-6,0
1064,20,21,-1,-6,-6,0
1065,20,20,0,-5,-6,1
1066,20,20,0,-5,-5,0
1067,20,20,0,-6,-5,-1
1068,21,20,1,-6,-6,0
1069,20,21,-1,-6,-6,0
1070,20,20,0,-5,-6,1
1071,20,20,0,-5,-5,0
1072,20,20,0,-6,-5,-1
1073,21,20,1,-6,-6,0
1074,20,21,-1,-6,-6,0
1075,20,20,0,-5,-6,1
1076,20,20,0,-5,-5,0
1077,20,20,0,-6,-5,-1
1078,21,20,1,-6,-6,0
1079,20,21,-1,-6,-6,0
1080,20,20,0,-5,-6,1
1081,20,20,0,-5,-5,0
1082,20,20,0,-6,-5,-1
1083,21,20,1,-6,-6,0
1084,20,21,-1,-6,-6,0
1085,20,20,0,-5,-6,1
1086,20,20,0,-5,-5,0
1087,20,20,0,-6,-5,-1
1088,21,20,1,-6,-6,0
1089,20,21,-1,-6,-6,0
1090,20,20,0,-5,-6,1
1091,20,20,0,-5,-5,0
1092,20,20,0,-6,-5,-1
1093,21,20,1,-6,-6,0
1094,20,21,-1,-6,-6,0
1095,20,20,0,-5,-6,1
1096,20,20,0,-5,-5,0
1097,20,20,0,-6,-5,-1
1098,21,20,1,-6,-6,0
1099,20,21,-1,-6,-6,0
1100,20,20,0,-5,-6,1
1101,20,20,0,-5,-5,0
1102,20,20,0,-6,-5,-1
1103,21,20,1,-6,-6,0
1104,20,21,-1,-6,-6,0
1105,20,20,0,-5,-6,1
1106,20,20,0,-5,-5,0
1107,20,20,0,-6,-5,-1
1108,21,20,1,-6,-6,0
1109,20,21,-1,-6,-6,0
1110,20,20,0,-5,-6,1
1111,20,20,0,-5,-5,0
1112,20,20,0,-6,-5,-1
1113,21,20,1,-6,-6,0
1114,20,21,-1,-6,-6,0
1115,20,20,0,-5,-6,1
1116,20,20,0,-5,-5,0
1117,20,20,0,-6,-5,-1
1118,21,20,1,-6,-6,0
1119,20,21,-1,-6,-6,0
1120,20,20,0,-5,-6,1
1121,20,20,0,-5,-5,0
1122,20,20,0,-6,-5,-1
1123,21,20,1,-6,-6,0
1124,20,21,-1,-6,-6,0
1125,20,20,0,-5,-6,1
1126,20,20,0,-5,-5,0
1127,20,20,0,-6,-5,-1
1128,21,20,1,-6,-6,0
1129,20,21,-1,-6,-6,0
1130,20,20,0,-5,-6,1
1131,20,20,0,-5,-5,0
1132,20,20,0,-6,-5,-1
1133,21,20,1,-6,-6,0
1134,20,21,-1,-6,-6,0
1135,20,20,0,-5,-6,1
1136,20,20,0,-5,-5,0
1137,20,20,0,-6,-5,-1
1138,21,20,1,-6,-6,0
1139,20,21,-1,-6,-6,0
1140,20,20,0,-5,-6,1
1141,20,20,0,-5,-5,0
1142,20,20,0,-6,-5,-1
1143,21,20,1,-6,-6,0
1144,20,21,-1,-6,-6,0
1145,20,20,0,-5,-6,1
1146,20,20,0,-5,-5,0
1147,20,20,0,-6,-5,-1
1148,21,20,1,-6,-6,0
1149,20,21,-1,-6,-6,0
1150,20,20,0,-5,-6,1
1151,20,20,0,-5,-5,0
1152,20,20,0,-6,-5,-1
1153,21,20,1,-6,-6,0
1154,20,21,-1,-6,-6,0
1155,20,20,0,-5,-6,1
1156,20,20,0,-5,-5,0
1157,20,20,0,-6,-5,-1
1158,21,20,1,-6,-6,0
1159,20,21,-1,-6,-6,0
1160,20,20,0,-5,-6,1
1161,20,20,0,-5,-5,0
1162,20,20,0,-6,-5,-1
1163,21,20,1,-6,-6,0
1164,20,21,-1,-6,-6,0
1165,20,20,0,-5,-6,1
1166,20,20,0,-5,-5,0
1167,20,20,0,-6,-5,-1
1168,21,20,1,-6,-6,0
1169,20,21,-1,-6,-6,0
1170,20,20,0,-5,-6,1
1171,20,20,0,-5,-5,0
1172,20,20,0,-6,-5,-1
1173,21,20,1,-6,-6,0
1174,20,21,-1,-6,-6,0
1175,20,20,0,-5,-6,1
1176,20,20,0,-5,-5,0
1177,20,20,0,-6,-5,-1
1178,21,20,1,-6,-6,0
1179,20,21,-1,-6,-6,0
1180,20,20,0,-5,-6,1
1181,20,20,0,-5,-5,0
1182,20,20,0,-6,-5,-1
1183,21,20,1,-6,-6,0
1184,20,21,-1,-6,-6,0
1185,20,20,0,-5,-6,1
1186,20,20,0,-5,-5,0
1187,20,20,0,-6,-5,-1
1188,21,20,1,-6,-6,0
1189,20,21,-1,-6,-6,0
1190,20,20,0,-5,-6,1
1191,20,20,0,-5,-5,0
1192,20,20,0,-6,-5,-1
1193,21,20,1,-6,-6,0
1194,20,21,-1,-6,-6,0
1195,20,20,0,-5,-6,1
1196,20,20,0,-5,-5,0
1197,20,20,0,-6,-5,-1
1198,21,20,1,-6,-6,0
1199,20,21,-1,-6,-6,0
1200,20,20,0,-5,-6,1
1201,20,20,0,-5,-5,0
1202,20,20,0,-6,-5,-1
1203,21,20,1,-6,-6,0
1204,20,21,-1,-6,-6,0
1205,20,20,0,-5,-6,1
1206,20,20,0,-5,-5,0
1207,20,20,0,-6,-5,-1
1208,21,20,1,-6,-6,0
1209,20,21,-1,-6,-6,0
1210,20,20,0,-5,-6,1
1211,20,20,0,-5,-5,0
1212,20,20,0,-6,-5,-1
1213,21,20,1,-6,-6,0
1214,20,21,-1,-6,-6,0
1215,20,20,0,-5,-6,1
1216,20,20,0,-5,-5,0
1217,20,20,0,-6,-5,-1
1218,21,20,1,-6,-6,0
1219,20,21,-1,-6,-6,0
1220,20,20,0,-5,-6,1
1221,20,20,0,-5,-5,0
1222,20,20,0,-6,-5,-1
1223,21,20,1,-6,-6,0
1224,20,21,-1,-6,-6,0
1225,20,20,0,-5,-6,1
1226,20,20,0,-5,-5,0
1227,20,20,0,-6,-5,-1
1228,21,20,1,-6,-6,0
1229,20,21,-1,-6,-6,0
1230,20,20,0,-5,-6,1
1231,20,20,0,-5,-5,0
1232,20,20,0,-6,-5,-1
1233,21,20,1,-6,-6,0
1234,20,21,-1,-6,-6,0
1235,20,20,0,-5,-6,1
1236,20,20,0,-5,-5,0
1237,20,20,0,-6,-5,-1
1238,21,20,1,-6,-6,0
1239,20,21,-1,-6,-6,0
1240,20,20,0,-5,-6,1
1241,20,20,0,-5,-5,0
1242,20,20,0,-6,-5,-1
1243,21,20,1,-6,-6,0
1244,20,21,-1,-6,-6,0
1245,20,20,0,-5,-6,1
1246,20,20,0,-5,-5,0
1247,20,20,0,-6,-5,-1
1248,21,20,1,-6,-6,0
1249,20,21,-1,-6,-6,0
1250,20,20,0,-5,-6,1
1251,20,20,0,-5,-5,0
1252,20,20,0,-6,-5,-1
1253,21,20,1,-6,-6,0
1254,20,21,-1,-6,-6,0
1255,20,20,0,-5,-6,1
1256,20,20,0,-5,-5,0
1257,20,20,0,-6,-5,-1
1258,21,20,1,-6,-6,0
1259,20,21,-1,-6,-6,0
1260,20,20,0,-5,-6,1
1261,20,20,0,-5,-5,0
1262,20,20,0,-6,-5,-1
1263,21,20,1,-6,-6,0
1264,20,21,-1,-6,-6,0
1265,20,20,0,-5,-6,1
1266,20,20,0,-5,-5,0
1267,20,20,0,-6,-5,-1
1268,21,20,1,-6,-6,0
1269,20,21,-1,-6,-6,0
1270,20,20,0,-5,-6,1
1271,20,20,0,-5,-5,0
1272,20,20,0,-6,-5,-1
1273,21,20,1,-6,-6,0
1274,20,21,-1,-6,-6,0
1275,20,20,0,-5,-6,1
1276,20,20,0,-5,-5,0
1277,20,20,0,-6,-5,-1
1278,21,20,1,-6,-6,0
1279,20,21,-1,-6,-6,0
1280,20,20,0,-5,-6,1
1281,20,20,0,-5,-5,0
1282,20,20,0,-6,-5,-1
1283,21,20,1,-6,-6,0
1284,20,21,-1,-6,-6,0
1285,20,20,0,-5,-6,1
1286,20,20,0,-5,-5,0
1287,20,20,0,-6,-5,-1
1288,21,20,1,-6,-6,0
1289,20,21,-1,-6,-6,0
1290,20,20,0,-5,-6,1
1291,20,20,0,-5,-5,0
1292,20,20,0,-6,-5,-1
1293,21,20,1,-6,-6,0
1294,20,21,-1,-6,-6,0
1295,20,20,0,-5,-6,1
1296,20,20,0,-5,-5,0
1297,20,20,0,-6,-5,-1
1298,21,20,1,-6,-6,0
1299,20,21,-1,-6,-6,0
1300,20,20,0,-5,-6,1
1301,20,20,0,-5,-5,0
1302,20,20,0,-6,-5,-1
1303,21,20,1,-6,-6,0
1304,20,21,-1,-6,-6,0
1305,20,20,0,-5,-6,1
1306,20,20,0,-5,-5,0
1307,20,20,0,-6,-5,-1
1308,21,20,1,-6,-6,0
1309,20,21,-1,-6,-6,0
1310,20,20,0,-5,-6,1
1311,20,20,0,-5,-5,0
1312,20,20,0,-6,-5,-1
1313,21,20,1,-6,-6,0
1314,20,21,-1,-6,-6,0
1315,20,20,0,-5,-6,1
1316,20,20,0,-5,-5,0
1317,20,20,0,-6,-5,-1
1318,21,20,1,-6,-6,0
1319,20,21,-1,-6,-6,0
1320,20,20,0,-5,-6,1
1321,20,20,0,-5,-5,0
1322,20,20,0,-6,-5,-1
1323,21,20,1,-6,-6,0
1324,20,21,-1,-6,-6,0
1325,20,20,0,-5,-6,1
1326,20,20,0,-5,-5,0
1327,20,20,0,-6,-5,-1
1328,21,20,1,-6,-6,0
1329,20,21,-1,-6,-6,0
1330,20,20,0,-5,-6,1
1331,20,20,0,-5,-5,0
1332,20,20,0,-6,-5,-1
1333,21,20,1,-6,-6,0
1334,20,21,-1,-6,-6,0
1335,20,20,0,-5,-6,1
1336,20,20,0,-5,-5,0
1337,20,20,0,-6,-5,-1
1338,21,20,1,-6,-6,0
1339,20,21,-1,-6,-6,0
1340,20,20,0,-5,-6,1
1341,20,20,0,-5,-5,0
1342,20,20,0,-6,-5,-1
1343,21,20,1,-6,-6,0
1344,20,21,-1,-6,-6,0
1345,20,20,0,-5,-6,1
1346,20,20,0,-5,-5,0
1347,20,20,0,-6,-5,-1
1348,21,20,1,-6,-6,0
1349,20,21,-1,-6,-6,0
1350,20,20,0,-5,-6,1
1351,20,20,0,-5,-5,0
1352,20,20,0,-6,-5,-1
1353,21,20,1,-6,-6,0
1354,20,21,-1,-6,-6,0
1355,20,20,0,-5,-6,1
1356,20,20,0,-5,-5,0
1357,20,20,0,-6,-5,-1
1358,21,20,1,-6,-6,0
1359,20,21,-1,-6,-6,0
1360,20,20,0,-5,-6,1
1361,20,20,0,-5,-5,0
1362,20,20,0,-6,-5,-1
1363,21,20,1,-6,-6,0
1364,20,21,-1,-6,-6,0
1365,20,20,0,-5,-6,1
1366,20,20,0,-5,-5,0
1367,20,20,0,-6,-5,-1
1368,21,20,1,-6,-6,0
1369,20,21,-1,-6,-6,0
1370,20,20,0,-5,-6,1
1371,20,20,0,-5,-5,0
1372,20,20,0,-6,-5,-1
1373,21,20,1,-6,-6,0
1374,20,21,-1,-6,-6,0
1375,20,20,0,-5,-6,1
1376,20,20,0,-5,-5,0
1377,20,20,0,-6,-5,-1
1378,21,20,1,-6,-6,0
1379,20,21,-1,-6,-6,0
1380,20,20,0,-5,-6,1
1381,20,20,0,-5,-5,0
1382,20,20,0,-6,-5,-1
1383,21,20,1,-6,-6,0
1384,20,21,-1,-6,-6,0
1385,20,20,0,-5,-6,1
1386,20,20,0,-5,-5,0
1387,20,20,0,-6,-5,-1
1388,21,20,1,-6,-6,0
1389,20,21,-1,-6,-6,0
1390,20,20,0,-5,-6,1
1391,20,20,0,-5,-5,0
1392,20,20,0,-6,-5,-1
1393,21,20,1,-6,-6,0
1394,20,21,-1,-6,-6,0
1395,20,20,0,-5,-6,1
1396,20,20,0,-5,-5,0
1397,20,20,0,-6,-5,-1
1398,21,20,1,-6,-6,0
1399,20,21,-1,-6,-6,0
1400,20,20,0,-5,-6,1
1401,20,20,0,-5,-5,0
1402,20,20,0,-6,-5,-1
1403,21,20,1,-6,-6,0
1404,20,21,-1,-6,-6,0
1405,20,20,0,-5,-6,1
1406,20,20,0,-5,-5,0
1407,20,20,0,-6,-5,-1
1408,21,20,1,-6,-6,0
1409,20,21,-1,-6,-6,0
1410,20,20,0,-5,-6,1
1411,20,20,0,-5,-5,0
1412,20,20,0,-6,-5,-1
1413,21,20,1,-6,-6,0
1414,20,21,-1,-6,-6,0
1415,20,20,0,-5,-6,1
1416,20,20,0,-5,-5,0
1417,20,20,0,-6,-5,-1
1418,21,20,1,-6,-6,0
1419,20,21,-1,-6,-6,0
1420,20,20,0,-5,-6,1
1421,20,20,0,-5,-5,0
1422,20,20,0,-6,-5,-1
1423,21,20,1,-6,-6,0
1424,20,21,-1,-6,-6,0
1425,20,20,0,-5,-6,1
1426,20,20,0,-5,-5,0
1427,20,20,0,-6,-5,-1
1428,21,20,1,-6,-6,0
1429,20,21,-1,-6,-6,0
1430,20,20,0,-5,-6,1
1431,20,20,0,-5,-5,0
1432,20,20,0,-6,-5,-1
1433,21,20,1,-6,-6,0
1434,20,21,-1,-6,-6,0
1435,20,20,0,-5,-6,1
1436,20,20,0,-5,-5,0
1437,20,20,0,-6,-5,-1
1438,21,20,1,-6,-6,0
1439,20,21,-1,-6,-6,0
1440,20,20,0,-5,-6,1
1441,20,20,0,-5,-5,0
1442,20,20,0,-6,-5,-1
1443,21,20,1,-6,-6,0
1444,20,21,-1,-6,-6,0
1445,20,20,0,-5,-6,1
1446,20,20,0,-5,-5,0
1447,20,20,0,-6,-5,-1
1448,21,20,1,-6,-6,0
1449,20,21,-1,-6,-6,0
1450,20,20,0,-5,-6,1
1451,20,20,0,-5,-5,0
1452,20,20,0,-6,-5,-1
1453,21,20,1,-6,-6,0
1454,20,21,-1,-6,-6,0
1455,20,20,0,-5,-6,1
1456,20,20,0,-5,-5,0
1457,20,20,0,-6,-5,-1
1458,21,20,1,-6,-6,0
1459,20,21,-1,-6,-6,0
1460,20,20,0,-5,-6,1
1461,20,20,0,-5,-5,0
1462,20,20,0,-6,-5,-1
1463,21,20,1,-6,-6,0
1464,20,21,-1,-6,-6,0
1465,20,20,0,-5,-6,1
1466,20,20,0,-5,-5,0
1467,20,20,0,-6,-5,-1
1468,21,20,1,-6,-6,0
1469,20,21,-1,-6,-6,0
1470,20,20,0,-5,-6,1
1471,20,20,0,-5,-5,0
1472,20,20,0,-6,-5,-1
1473,21,20,1,-6,-6,0
1474,20,21,-1,-6,-6,0
1475,20,20,0,-5,-6,1
1476,20,20,0,-5,-5,0
1477,20,20,0,-6,-5,-1
1478,21,20,1,-6,-6,0
1479,20,21,-1,-6,-6,0
1480,20,20,0,-5,-6,1
1481,20,20,0,-5,-5,0
1482,20,20,0,-6,-5,-1
1483,21,20,1,-6,-6,0
1484,20,21,-1,-6,-6,0
1485,20,20,0,-5,-6,1
1486,20,20,0,-5,-5,0
1487,20,20,0,-6,-5,-1
1488,21,20,1,-6,-6,0
1489,20,21,-1,-6,-6,0
1490,20,20,0,-5,-6,1
1491,20,20,0,-5,-5,0
1492,20,20,0,-6,-5,-1
1493,21,20,1,-6,-6,0
1494,20,21,-1,-6,-6,0
1495,20,20,0,-5,-6,1
1496,20,20,0,-5,-5,0
1497,20,20,0,-6,-5,-1
1498,21,20,1,-6,-6,0
1499,20,21,-1,-6,-6,0
1500,20,20,0,-5,-6,1
1501,20,20,0,-5,-5,0
1502,20,20,0,-6,-5,-1
1503,21,20,1,-6,-6,0
1504,20,21,-1,-6,-6,0
1505,20,20,0,-5,-6,1
1506,20,20,0,-5,-5,0
1507,20,20,0,-6,-5,-1
1508,21,20,1,-6,-6,0
1509,20,21,-1,-6,-6,0
1510,20,20,0,-5,-6,1
1511,20,20,0,-5,-5,0
1512,20,20,0,-6,-5,-1
1513,21,20,1,-6,-6,0
1514,20,21,-1,-6,-6,0
1515,20,20,0,-5,-6,1
1516,20,20,0,-5,-5,0
1517,20,20,0,-6,-5,-1
1518,21,20,1,-6,-6,0
1519,20,21,-1,-6,-6,0
1520,20,20,0,-5,-6,1
1521,20,20,0,-5,-5,0
1522,20,20,0,-6,-5,-1
1523,21,20,1,-6,-6,0
1524,20,21,-1,-6,-6,0
1525,20,20,0,-5,-6,1
1526,20,20,0,-5,-5,0
1527,20,20,0,-6,-5,-1
1528,21,20,1,-6,-6,0
1529,20,21,-1,-6,-6,0
1530,20,20,0,-5,-6,1
1531,20,20,0,-5,-5,0
1532,20,20,0,-6,-5,-1
1533,21,20,1,-6,-6,0
1534,20,21,-1,-6,-6,0
1535,20,20,0,-5,-6,1
1536,20,20,0,-5,-5,0
1537,20,20,0,-6,-5,-1
1538,21,20,1,-6,-6,0
1539,20,21,-1,-6,-6,0
1540,20,20,0,-5,-6,1
1541,20,20,0,-5,-5,0
1542,20,20,0,-6,-5,-1
1543,21,20,1,-6,-6,0
1544,20,21,-1,-6,-6,0
1545,20,20,0,-5,-6,1
1546,20,20,0,-5,-5,0
1547,20,20,0,-6,-5,-1
1548,21,20,1,-6,-6,0
1549,20,21,-1,-6,-6,0
1550,20,20,0,-5,-6,1
1551,20,20,0,-5,-5,0
1552,20,20,0,-6,-5,-1
1553,21,20,1,-6,-6,0
1554,20,21,-1,-6,-6,0
1555,20,20,0,-5,-6,1
1556,20,20,0,-5,-5,0
1557,20,20,0,-6,-5,-1
1558,21,20,1,-6,-6,0
1559,20,21,-1,-6,-6,0
1560,20,20,0,-5,-6,1
1561,20,20,0,-5,-5,0
1562,20,20,0,-6,-5,-1
1563,21,20,1,-6,-6,0
1564,20,21,-1,-6,-6,0
1565,20,20,0,-5,-6,1
1566,20,20,0,-5,-5,0
1567,20,20,0,-6,-5,-1
1568,21,20,1,-6,-6,0
1569,20,21,-1,-6,-6,0
1570,20,20,0,-5,-6,1
1571,20,20,0,-5,-5,0
1572,20,20,0,-6,-5,-1
1573,21,20,1,-6,-6,0
1574,20,21,-1,-6,-6,0
1575,20,20,0,-5,-6,1
1576,20,20,0,-5,-5,0
1577,20,20,0,-6,-5,-1
1578,21,20,1,-6,-6,0
1579,20,21,-1,-6,-6,0
1580,20,20,0,-5,-6,1
1581,20,20,0,-5,-5,0
1582,20,20,0,-6,-5,-1
1583,21,20,1,-6,-6,0
1584,20,21,-1,-6,-6,0
1585,20,20,0,-5,-6,1
1586,20,20,0,-5,-5,0
1587,20,20,0,-6,-5,-1
1588,21,20,1,-6,-6,0
1589,20,21,-1,-6,-6,0
1590,20,20,0,-5,-6,1
1591,20,20,0,-5,-5,0
1592,20,20,0,-6,-5,-1
1593,21,20,1,-6,-6,0
1594,20,21,-1,-6,-6,0
1595,20,20,0,-5,-6,1
1596,20,20,0,-5,-5,0
1597,20,20,0,-6,-5,-1
1598,21,20,1,-6,-6,0
1599,20,21,-1,-6,-6,0
1600,20,20,0,-5,-6,1
1601,20,20,0,-5,-5,0
1602,20,20,0,-6,-5,-1
1603,21,20,1,-6,-6,0
1604,20,21,-1,-6,-6,0
1605,20,20,0,-5,-6,1
1606,20,20,0,-5,-5,0
1607,20,20,0,-6,-5,-1
1608,21,20,1,-6,-6,0
1609,20,21,-1,-6,-6,0
1610,20,20,0,-5,-6,1
1611,20,20,0,-5,-5,0
1612,20,20,0,-6,-5,-1
1613,21,20,1,-6,-6,0
1614,20,21,-1,-6,-6,0
1615,20,20,0,-5,-6,1
1616,20,20,0,-5,-5,0
1617,20,20,0,-6,-5,-1
1618,21,20,1,-6,-6,0
1619,20,21,-1,-6,-6,0
1620,20,20,0,-5,-6,1
1621,20,20,0,-5,-5,0
1622,20,20,0,-6,-5,-1
1623,21,20,1,-6,-6,0
1624,20,21,-1,-6,-6,0
1625,20,20,0,-5,-6,1
1626,20,20,0,-5,-5,0
1627,20,20,0,-6,-5,-1
1628,21,20,1,-6,-6,0
1629,20,21,-1,-6,-6,0
1630,20,20,0,-5,-6,1
1631,20,20,0,-5,-5,0
1632,20,20,0,-6,-5,-1
1633,21,20,1,-6,-6,0
1634,20,21,-1,-6,-6,0
1635,20,20,0,-5,-6,1
1636,20,20,0,-5,-5,0
1637,20,20,0,-6,-5,-1
1638,21,20,1,-6,-6,0
1639,20,21,-1,-6,-6,0
1640,20,20,0,-5,-6,1
1641,20,20,0,-5,-5,0
1642,20,20,0,-6,-5,-1
1643,21,20,1,-6,-6,0
1644,20,21,-1,-6,-6,0
1645,20,20,0,-5,-6,1
1646,20,20,0,-5,-5,0
1647,20,20,0,-6,-5,-1
1648,21,20,1,-6,-6,0
1649,20,21,-1,-6,-6,0
1650,20,20,0,-5,-6,1
1651,20,20,0,-5,-5,0
1652,20,20,0,-6,-5,-1
1653,21,20,1,-6,-6,0
1654,20,21,-1,-6,-6,0
1655,20,20,0,-5,-6,1
1656,20,20,0,-5,-5,0
1657,20,20,0,-6,-5,-1
1658,21,20,1,-6,-6,0
1659,20,21,-1,-6,-6,0
